36.398 UE/Lynch
NSROC Attitude Solution
T0: 02/10/2026 10:19:30.4242 UTC

    Time,     YawI,   PitchI,    RollI, RollRateI,    AoA_T,   AngleB,      a11,      a12,      a13,      a21,      a22,      a23,      a31,      a32,      a33,     X_Az,     X_El,     Y_Az,     Y_El,     Z_Az,     Z_El,     F_Az,     F_El,    Latgd,     Long,      Alt
217.42566124,    1.751,   20.509,  173.105,    0.602,   62.550,  178.974,  -0.053557,  -0.866570,  -0.496173,  -0.180739,   0.497091,  -0.848666,   0.982072,   0.044226,  -0.183246,  -163.49,    79.13,   -60.16,     2.53,  -149.69,   -10.56,    18.05,    38.31,    66.496892,  -146.438349,  303992.43
217.43566035,    1.752,   20.509,  175.286,    0.606,   62.554,  178.974,  -0.053537,  -0.884819,  -0.462849,  -0.180739,   0.464444,  -0.866963,   0.982073,   0.037240,  -0.184787,  -163.50,    79.13,   -62.30,     2.13,  -151.90,   -10.65,    18.05,    38.31,    66.496959,  -146.438295,  303998.87
217.44566147,    1.753,   20.508,  177.448,    0.602,   62.558,  178.975,  -0.053517,  -0.901645,  -0.429152,  -0.180739,   0.431416,  -0.883863,   0.982074,   0.030263,  -0.186051,  -163.51,    79.13,   -64.43,     1.73,  -154.10,   -10.72,    18.05,    38.30,    66.497025,  -146.438241,  304005.31
217.45566159,    1.754,   20.508,  179.603,    0.599,   62.561,  178.974,  -0.053497,  -0.917146,  -0.394944,  -0.180737,   0.397871,  -0.899463,   0.982075,   0.023262,  -0.187047,  -163.51,    79.14,   -66.55,     1.33,  -156.29,   -10.78,    18.05,    38.30,    66.497092,  -146.438186,  304011.76
217.46566271,    1.755,   20.507, -178.217,    0.602,   62.564,  178.975,  -0.053480,  -0.931501,  -0.359786,  -0.180738,   0.363380,  -0.913941,   0.982076,   0.016150,  -0.187791,  -163.52,    79.14,   -68.69,     0.93,  -158.51,   -10.82,    18.05,    38.30,    66.497158,  -146.438132,  304018.22
217.47566183,    1.756,   20.507, -176.043,    0.604,   62.567,  178.975,  -0.053463,  -0.944478,  -0.324195,  -0.180736,   0.328450,  -0.927068,   0.982078,   0.009030,  -0.188261,  -163.52,    79.14,   -70.82,     0.52,  -160.73,   -10.85,    18.05,    38.29,    66.497225,  -146.438077,  304024.68
217.48566195,    1.757,   20.506, -173.892,    0.602,   62.570,  178.975,  -0.053447,  -0.955980,  -0.288523,  -0.180732,   0.293425,  -0.938743,   0.982079,   0.001972,  -0.188459,  -163.53,    79.14,   -72.94,     0.11,  -162.92,   -10.86,    18.05,    38.29,    66.497292,  -146.438023,  304031.14
217.49566307,    1.758,   20.505, -171.730,    0.600,   62.573,  178.974,  -0.053431,  -0.966182,  -0.252263,  -0.180728,   0.257808,  -0.949143,   0.982081,  -0.005123,  -0.188391,  -163.53,    79.14,   -75.06,    -0.29,  -165.12,   -10.86,    18.05,    38.29,    66.497358,  -146.437969,  304037.60
217.50566319,    1.759,   20.505, -169.557,    0.602,   62.576,  178.974,  -0.053414,  -0.975053,  -0.215451,  -0.180726,   0.221635,  -0.958236,   0.982082,  -0.012246,  -0.188056,  -163.53,    79.14,   -77.19,    -0.70,  -167.33,   -10.84,    18.05,    38.28,    66.497425,  -146.437914,  304044.05
217.51566231,    1.759,   20.504, -167.401,    0.599,   62.579,  178.974,  -0.053401,  -0.982468,  -0.178621,  -0.180723,   0.185431,  -0.965896,   0.982083,  -0.019299,  -0.187457,  -163.54,    79.14,   -79.31,    -1.11,  -169.52,   -10.80,    18.05,    38.28,    66.497491,  -146.437860,  304050.49
217.52566343,    1.760,   20.504, -165.247,    0.601,   62.582,  178.974,  -0.053389,  -0.988487,  -0.141573,  -0.180722,   0.148999,  -0.972183,   0.982084,  -0.026318,  -0.186596,  -163.54,    79.14,   -81.43,    -1.51,  -171.71,   -10.75,    18.05,    38.28,    66.497557,  -146.437806,  304056.93
217.53566354,    1.761,   20.503, -163.074,    0.604,   62.586,  178.974,  -0.053377,  -0.993144,  -0.103998,  -0.180718,   0.112034,  -0.977133,   0.982085,  -0.033362,  -0.185459,  -163.54,    79.14,   -83.56,    -1.91,  -173.92,   -10.69,    18.05,    38.27,    66.497624,  -146.437752,  304063.37
217.54566466,    1.761,   20.503, -160.911,    0.601,   62.589,  178.974,  -0.053366,  -0.996362,  -0.066444,  -0.180716,   0.075077,  -0.980666,   0.982086,  -0.040327,  -0.184065,  -163.55,    79.14,   -85.69,    -2.31,  -176.12,   -10.61,    18.05,    38.27,    66.497690,  -146.437697,  304069.81
217.55566378,    1.762,   20.502, -158.763,    0.597,   62.592,  178.974,  -0.053353,  -0.998153,  -0.029064,  -0.180713,   0.038276,  -0.982791,   0.982088,  -0.047183,  -0.182421,  -163.55,    79.14,   -87.80,    -2.70,  -178.31,   -10.51,    18.05,    38.27,    66.497757,  -146.437643,  304076.25
217.56566390,    1.763,   20.502, -156.598,    0.600,   62.595,  178.974,  -0.053343,  -0.998539,   0.008659,  -0.180713,   0.001125,  -0.983535,   0.982088,  -0.054029,  -0.180509,  -163.55,    79.14,   -89.94,    -3.10,   179.50,   -10.40,    18.05,    38.26,    66.497823,  -146.437589,  304082.69
217.57566502,    1.763,   20.501, -154.429,    0.603,   62.598,  178.974,  -0.053334,  -0.997496,   0.046449,  -0.180710,  -0.036106,  -0.982874,   0.982089,  -0.060814,  -0.178332,  -163.56,    79.14,   -92.07,    -3.49,   177.29,   -10.27,    18.05,    38.26,    66.497889,  -146.437535,  304089.13
217.58566414,    1.763,   20.501, -152.279,    0.600,   62.601,  178.974,  -0.053325,  -0.995052,   0.083830,  -0.180707,  -0.072948,  -0.980828,   0.982090,  -0.067451,  -0.175923,  -163.56,    79.14,   -94.19,    -3.87,   175.11,   -10.13,    18.05,    38.25,    66.497956,  -146.437481,  304095.57
217.59566426,    1.764,   20.501, -150.127,    0.598,   62.605,  178.974,  -0.053317,  -0.991203,   0.121139,  -0.180706,  -0.109732,  -0.977397,   0.982091,  -0.074002,  -0.173266,  -163.56,    79.14,   -96.32,    -4.24,   172.93,    -9.98,    18.05,    38.25,    66.498022,  -146.437426,  304102.01
217.60566538,    1.764,   20.500, -147.957,    0.600,   62.608,  178.974,  -0.053308,  -0.985907,   0.158571,  -0.180705,  -0.146650,  -0.972543,   0.982092,  -0.080499,  -0.170341,  -163.56,    79.14,   -98.46,    -4.62,   170.74,    -9.81,    18.05,    38.25,    66.498089,  -146.437372,  304108.45
217.61566550,    1.765,   20.500, -145.798,    0.600,   62.612,  178.974,  -0.053300,  -0.979236,   0.195591,  -0.180704,  -0.183177,  -0.966329,   0.982092,  -0.086849,  -0.167188,  -163.57,    79.14,  -100.60,    -4.98,   168.56,    -9.62,    18.05,    38.24,    66.498155,  -146.437318,  304114.89
217.62566461,    1.765,   20.500, -143.651,    0.599,   62.615,  178.974,  -0.053294,  -0.971220,   0.232146,  -0.180704,  -0.219258,  -0.958787,   0.982093,  -0.093047,  -0.163818,  -163.57,    79.14,  -102.72,    -5.34,   166.39,    -9.43,    18.05,    38.24,    66.498222,  -146.437263,  304121.33
217.63566573,    1.766,   20.499, -141.483,    0.601,   62.619,  178.974,  -0.053288,  -0.961746,   0.268711,  -0.180702,  -0.255364,  -0.949808,   0.982093,  -0.099170,  -0.160181,  -163.57,    79.14,  -104.87,    -5.69,   164.20,    -9.22,    18.05,    38.24,    66.498289,  -146.437209,  304127.77
217.64566585,    1.766,   20.499, -139.313,    0.600,   62.622,  178.974,  -0.053281,  -0.950882,   0.304932,  -0.180700,  -0.291144,  -0.939459,   0.982094,  -0.105157,  -0.156312,  -163.57,    79.14,  -107.02,    -6.04,   162.02,    -8.99,    18.05,    38.23,    66.498355,  -146.437155,  304134.21
217.65566697,    1.766,   20.499, -137.166,    0.596,   62.626,  178.974,  -0.053275,  -0.938791,   0.340343,  -0.180700,  -0.326137,  -0.927891,   0.982094,  -0.110934,  -0.152264,  -163.57,    79.14,  -109.16,    -6.37,   159.86,    -8.76,    18.05,    38.23,    66.498422,  -146.437100,  304140.65
217.66566609,    1.766,   20.499, -135.011,    0.599,   62.630,  178.974,  -0.053271,  -0.925334,   0.375392,  -0.180699,  -0.360787,  -0.914976,   0.982095,  -0.116575,  -0.147987,  -163.57,    79.14,  -111.30,    -6.69,   157.69,    -8.51,    18.05,    38.23,    66.498488,  -146.437046,  304147.09
217.67566621,    1.767,   20.499, -132.846,    0.601,   62.634,  178.974,  -0.053268,  -0.910494,   0.410077,  -0.180700,  -0.395092,  -0.900694,   0.982095,  -0.122079,  -0.143480,  -163.58,    79.14,  -113.46,    -7.01,   155.52,    -8.25,    18.05,    38.22,    66.498554,  -146.436992,  304153.53
217.68566733,    1.767,   20.498, -130.692,    0.600,   62.637,  178.974,  -0.053265,  -0.894438,   0.444009,  -0.180700,  -0.428666,  -0.885208,   0.982095,  -0.127383,  -0.138793,  -163.58,    79.14,  -115.61,    -7.32,   153.36,    -7.98,    18.05,    38.22,    66.498621,  -146.436938,  304159.97
217.69566745,    1.767,   20.498, -128.545,    0.597,   62.641,  178.974,  -0.053262,  -0.877171,   0.477215,  -0.180699,  -0.461538,  -0.868522,   0.982095,  -0.132492,  -0.133921,  -163.58,    79.14,  -117.75,    -7.61,   151.21,    -7.70,    18.05,    38.21,    66.498687,  -146.436883,  304166.41
217.70566657,    1.767,   20.498, -126.380,    0.599,   62.645,  178.974,  -0.053263,  -0.858518,   0.510010,  -0.180700,  -0.494017,  -0.850467,   0.982095,  -0.137457,  -0.128821,  -163.58,    79.14,  -119.92,    -7.90,   149.05,    -7.40,    18.05,    38.21,    66.498754,  -146.436829,  304172.84
217.71566768,    1.767,   20.498, -124.215,    0.601,   62.649,  178.974,  -0.053265,  -0.838646,   0.542067,  -0.180698,  -0.525781,  -0.831206,   0.982095,  -0.142225,  -0.123536,  -163.58,    79.14,  -122.09,    -8.18,   146.89,    -7.10,    18.05,    38.21,    66.498820,  -146.436775,  304179.26
217.72566780,    1.767,   20.498, -122.068,    0.599,   62.653,  178.974,  -0.053266,  -0.817746,   0.573110,  -0.180700,  -0.556556,  -0.810921,   0.982095,  -0.146755,  -0.118121,  -163.58,    79.14,  -124.24,    -8.44,   144.75,    -6.78,    18.05,    38.20,    66.498886,  -146.436720,  304185.68
217.73566892,    1.767,   20.498, -119.913,    0.599,   62.657,  178.975,  -0.053270,  -0.795616,   0.603455,  -0.180702,  -0.586656,  -0.789418,   0.982094,  -0.151097,  -0.112518,  -163.57,    79.14,  -126.40,    -8.69,   142.60,    -6.46,    18.05,    38.20,    66.498953,  -146.436666,  304192.10
217.74566804,    1.767,   20.498, -117.745,    0.600,   62.661,  178.975,  -0.053273,  -0.772218,   0.633120,  -0.180704,  -0.616098,  -0.766661,   0.982094,  -0.155250,  -0.106721,  -163.57,    79.14,  -128.58,    -8.93,   140.45,    -6.13,    18.05,    38.19,    66.499019,  -146.436612,  304198.52
217.75566816,    1.767,   20.498, -115.591,    0.598,   62.665,  178.975,  -0.053275,  -0.747879,   0.661694,  -0.180706,  -0.644475,  -0.742966,   0.982093,  -0.159154,  -0.100812,  -163.57,    79.14,  -130.75,    -9.16,   138.31,    -5.79,    18.05,    38.19,    66.499086,  -146.436557,  304204.94
217.76566928,    1.767,   20.499, -113.442,    0.599,   62.669,  178.975,  -0.053280,  -0.722546,   0.689267,  -0.180712,  -0.671874,  -0.718282,   0.982092,  -0.162829,  -0.094775,  -163.57,    79.14,  -132.92,    -9.37,   136.18,    -5.44,    18.05,    38.19,    66.499152,  -146.436503,  304211.36
217.77566840,    1.767,   20.499, -111.280,    0.601,   62.674,  178.976,  -0.053282,  -0.696023,   0.716040,  -0.180716,  -0.698498,  -0.692418,   0.982091,  -0.166294,  -0.088565,  -163.57,    79.14,  -135.10,    -9.57,   134.04,    -5.08,    18.05,    38.18,    66.499219,  -146.436449,  304217.78
217.78566852,    1.766,   20.499, -109.114,    0.600,   62.678,  178.976,  -0.053287,  -0.668458,   0.741838,  -0.180722,  -0.724171,  -0.665520,   0.982090,  -0.169530,  -0.082216,  -163.57,    79.14,  -137.29,    -9.76,   131.90,    -4.72,    18.05,    38.18,    66.499286,  -146.436395,  304224.20
217.79566964,    1.766,   20.500, -106.963,    0.596,   62.683,  178.976,  -0.053292,  -0.640155,   0.766395,  -0.180727,  -0.748629,  -0.637882,   0.982088,  -0.172503,  -0.075798,  -163.57,    79.14,  -139.47,    -9.93,   129.77,    -4.35,    18.05,    38.17,    66.499352,  -146.436340,  304230.62
217.80566975,    1.766,   20.500, -104.805,    0.599,   62.687,  178.977,  -0.053297,  -0.610834,   0.789963,  -0.180733,  -0.772122,  -0.609232,   0.982087,  -0.175242,  -0.069246,  -163.57,    79.14,  -141.65,   -10.09,   127.64,    -3.97,    18.05,    38.17,    66.499419,  -146.436286,  304237.04
217.81566887,    1.766,   20.500, -102.634,    0.603,   62.692,  178.977,  -0.053302,  -0.580477,   0.812531,  -0.180738,  -0.794640,  -0.579552,   0.982086,  -0.177747,  -0.062559,  -163.57,    79.14,  -143.85,   -10.24,   125.50,    -3.59,    18.05,    38.17,    66.499485,  -146.436232,  304243.46
217.82566999,    1.766,   20.501, -100.478,    0.600,   62.696,  178.977,  -0.053308,  -0.549493,   0.833796,  -0.180743,  -0.815882,  -0.549243,   0.982085,  -0.179982,  -0.055824,  -163.57,    79.14,  -146.04,   -10.37,   123.37,    -3.20,    18.05,    38.16,    66.499551,  -146.436177,  304249.88
217.83567011,    1.766,   20.501,  -98.328,    0.597,   62.700,  178.978,  -0.053316,  -0.517833,   0.853818,  -0.180750,  -0.835906,  -0.518257,   0.982083,  -0.181959,  -0.049031,  -163.57,    79.14,  -148.22,   -10.48,   121.26,    -2.81,    18.05,    38.16,    66.499618,  -146.436123,  304256.30
217.84567123,    1.765,   20.502,  -96.161,    0.600,   62.704,  178.978,  -0.053323,  -0.485168,   0.872793,  -0.180756,  -0.854909,  -0.486270,   0.982081,  -0.183692,  -0.042111,  -163.56,    79.14,  -150.42,   -10.58,   119.12,    -2.41,    18.05,    38.15,    66.499684,  -146.436069,  304262.72
217.85567035,    1.765,   20.502,  -93.992,    0.603,   62.709,  178.978,  -0.053331,  -0.451786,   0.890531,  -0.180762,  -0.872699,  -0.453565,   0.982080,  -0.185163,  -0.035124,  -163.56,    79.14,  -152.63,   -10.67,   116.99,    -2.01,    18.05,    38.15,    66.499751,  -146.436014,  304269.14
217.86567047,    1.765,   20.503,  -91.840,    0.600,   62.713,  178.979,  -0.053339,  -0.418038,   0.906862,  -0.180771,  -0.889108,  -0.420487,   0.982078,  -0.186362,  -0.028145,  -163.56,    79.14,  -154.82,   -10.74,   114.88,    -1.61,    18.05,    38.15,    66.499817,  -146.435960,  304275.56
217.87567159,    1.765,   20.503,  -89.678,    0.601,   62.717,  178.979,  -0.053347,  -0.383522,   0.921990,  -0.180779,  -0.904339,  -0.386640,   0.982076,  -0.187302,  -0.021089,  -163.56,    79.14,  -157.02,   -10.80,   112.75,    -1.21,    18.06,    38.14,    66.499884,  -146.435906,  304281.98
217.88567171,    1.765,   20.504,  -87.507,    0.601,   62.722,  178.980,  -0.053354,  -0.348326,   0.935854,  -0.180790,  -0.918331,  -0.352111,   0.982074,  -0.187979,  -0.013977,  -163.56,    79.13,  -159.23,   -10.83,   110.62,    -0.80,    18.06,    38.14,    66.499951,  -146.435852,  304288.40
217.89567082,    1.764,   20.504,  -85.339,    0.602,   62.726,  178.981,  -0.053363,  -0.312664,   0.948364,  -0.180799,  -0.930995,  -0.317111,   0.982071,  -0.188386,  -0.006849,  -163.56,    79.13,  -161.44,   -10.86,   108.49,    -0.39,    18.06,    38.14,    66.500017,  -146.435797,  304294.82
217.90567194,    1.764,   20.505,  -83.181,    0.601,   62.731,  178.981,  -0.053373,  -0.276725,   0.959466,  -0.180811,  -0.942275,  -0.281825,   0.982069,  -0.188524,   0.000257,  -163.55,    79.13,  -163.63,   -10.87,   106.37,     0.01,    18.06,    38.13,    66.500084,  -146.435743,  304301.24
217.91567206,    1.764,   20.506,  -81.014,    0.602,   62.736,  178.982,  -0.053382,  -0.240261,   0.969239,  -0.180827,  -0.952251,  -0.246009,   0.982065,  -0.188397,   0.007387,  -163.55,    79.13,  -165.84,   -10.86,   104.24,     0.42,    18.06,    38.13,    66.500150,  -146.435689,  304307.66
217.92567318,    1.764,   20.507,  -78.848,    0.601,   62.741,  178.983,  -0.053389,  -0.203455,   0.977628,  -0.180842,  -0.960865,  -0.209843,   0.982062,  -0.187999,   0.014506,  -163.55,    79.13,  -168.04,   -10.84,   102.11,     0.83,    18.06,    38.12,    66.500216,  -146.435635,  304314.08
217.93567230,    1.764,   20.508,  -76.690,    0.599,   62.746,  178.984,  -0.053397,  -0.166501,   0.984594,  -0.180860,  -0.968081,  -0.173517,   0.982058,  -0.187339,   0.021579,  -163.55,    79.13,  -170.24,   -10.80,    99.99,     1.24,    18.06,    38.12,    66.500283,  -146.435581,  304320.50
217.94567242,    1.764,   20.509,  -74.518,    0.601,   62.751,  178.985,  -0.053405,  -0.129065,   0.990197,  -0.180877,  -0.973959,  -0.136704,   0.982055,  -0.186404,   0.028669,  -163.55,    79.13,  -172.45,   -10.74,    97.86,     1.64,    18.06,    38.12,    66.500349,  -146.435526,  304326.92
217.95567354,    1.764,   20.510,  -72.345,    0.604,   62.756,  178.986,  -0.053413,  -0.091422,   0.994379,  -0.180895,  -0.978439,  -0.099673,   0.982051,  -0.185202,   0.035724,  -163.55,    79.13,  -174.66,   -10.67,    95.72,     2.05,    18.06,    38.11,    66.500416,  -146.435472,  304333.33
217.96567366,    1.764,   20.511,  -70.180,    0.602,   62.761,  178.987,  -0.053421,  -0.053796,   0.997122,  -0.180913,  -0.981502,  -0.062646,   0.982047,  -0.183739,   0.042701,  -163.55,    79.13,  -176.86,   -10.59,    93.60,     2.45,    18.06,    38.11,    66.500482,  -146.435418,  304339.73
217.97567277,    1.764,   20.512,  -68.016,    0.601,   62.766,  178.989,  -0.053430,  -0.016101,   0.998442,  -0.180933,  -0.983164,  -0.025537,   0.982043,  -0.182016,   0.049618,  -163.55,    79.13,  -179.06,   -10.49,    91.47,     2.84,    18.06,    38.10,    66.500549,  -146.435363,  304346.13
217.98567389,    1.764,   20.514,  -65.838,    0.602,   62.771,  178.990,  -0.053440,   0.021845,   0.998332,  -0.180953,  -0.983421,   0.011833,   0.982039,  -0.180019,   0.056507,  -163.55,    79.12,   178.73,   -10.37,    89.32,     3.24,    18.06,    38.10,    66.500616,  -146.435309,  304352.53
217.99567401,    1.764,   20.515,  -63.665,    0.604,   62.776,  178.991,  -0.053447,   0.059697,   0.996785,  -0.180974,  -0.982260,   0.049124,   0.982035,  -0.177766,   0.063302,  -163.55,    79.12,   176.52,   -10.24,    87.18,     3.63,    18.06,    38.10,    66.500682,  -146.435255,  304358.93
218.00567313,    1.764,   20.516,  -61.509,    0.602,   62.781,  178.992,  -0.053456,   0.097154,   0.993833,  -0.180998,  -0.979713,   0.086038,   0.982030,  -0.175283,   0.069956,  -163.55,    79.12,   174.34,   -10.10,    85.05,     4.01,    18.06,    38.09,    66.500749,  -146.435200,  304365.33
218.01567425,    1.765,   20.518,  -59.339,    0.603,   62.786,  178.994,  -0.053462,   0.134705,   0.989442,  -0.181021,  -0.975750,   0.123060,   0.982025,  -0.172531,   0.076550,  -163.55,    79.12,   172.14,    -9.94,    82.91,     4.39,    18.06,    38.09,    66.500815,  -146.435146,  304371.73
218.02567437,    1.765,   20.519,  -57.159,    0.603,   62.792,  178.995,  -0.053468,   0.172241,   0.983603,  -0.181045,  -0.970359,   0.160081,   0.982020,  -0.169517,   0.083067,  -163.55,    79.12,   169.93,    -9.76,    80.76,     4.76,    18.06,    38.09,    66.500881,  -146.435092,  304378.13
218.03567549,    1.765,   20.520,  -54.984,    0.604,   62.797,  178.997,  -0.053473,   0.209446,   0.976357,  -0.181068,  -0.963581,   0.196789,   0.982016,  -0.166265,   0.089450,  -163.55,    79.12,   167.74,    -9.57,    78.60,     5.13,    18.06,    38.08,    66.500948,  -146.435038,  304384.53
218.04567461,    1.765,   20.522,  -52.819,    0.603,   62.803,  178.998,  -0.053478,   0.246187,   0.967746,  -0.181094,  -0.955454,   0.233052,   0.982011,  -0.162790,   0.095679,  -163.55,    79.12,   165.55,    -9.37,    76.46,     5.49,    18.06,    38.08,    66.501014,  -146.434983,  304390.93
218.05567473,    1.766,   20.523,  -50.649,    0.603,   62.808,  179.000,  -0.053484,   0.282652,   0.957730,  -0.181122,  -0.945940,   0.269058,   0.982005,  -0.159075,   0.101787,  -163.55,    79.11,   163.36,    -9.15,    74.31,     5.84,    18.06,    38.07,    66.501081,  -146.434929,  304397.33
218.06567584,    1.766,   20.525,  -48.472,    0.603,   62.813,  179.001,  -0.053488,   0.318811,   0.946308,  -0.181150,  -0.935038,   0.304775,   0.982000,  -0.155121,   0.107766,  -163.55,    79.11,   161.17,    -8.92,    72.15,     6.19,    18.06,    38.07,    66.501147,  -146.434875,  304403.73
218.07567596,    1.767,   20.526,  -46.304,    0.602,   62.818,  179.003,  -0.053490,   0.354392,   0.933566,  -0.181177,  -0.922832,   0.339936,   0.981995,  -0.150957,   0.113570,  -163.55,    79.11,   158.99,    -8.68,    69.99,     6.52,    18.06,    38.07,    66.501213,  -146.434821,  304410.13
218.08567508,    1.767,   20.528,  -44.132,    0.603,   62.823,  179.005,  -0.053495,   0.389502,   0.919471,  -0.181205,  -0.909288,   0.374646,   0.981989,  -0.146571,   0.119222,  -163.55,    79.11,   156.81,    -8.43,    67.83,     6.85,    18.06,    38.06,    66.501280,  -146.434767,  304416.53
218.09567620,    1.768,   20.529,  -41.956,    0.604,   62.828,  179.006,  -0.053494,   0.424131,   0.904019,  -0.181235,  -0.894404,   0.408896,   0.981984,  -0.141967,   0.124712,  -163.56,    79.11,   154.63,    -8.16,    65.66,     7.16,    18.06,    38.06,    66.501346,  -146.434712,  304422.93
218.10567632,    1.769,   20.531,  -39.791,    0.603,   62.834,  179.008,  -0.053497,   0.457975,   0.887354,  -0.181266,  -0.878317,   0.442382,   0.981978,  -0.137181,   0.130002,  -163.56,    79.11,   152.46,    -7.88,    63.50,     7.47,    18.06,    38.06,    66.501413,  -146.434658,  304429.32
218.11567744,    1.769,   20.532,  -37.624,    0.602,   62.841,  179.010,  -0.053498,   0.491203,   0.869401,  -0.181297,  -0.860956,   0.475275,   0.981972,  -0.132194,   0.135113,  -163.56,    79.10,   150.29,    -7.60,    61.34,     7.77,    18.06,    38.05,    66.501479,  -146.434604,  304435.70
218.12567656,    1.770,   20.534,  -35.443,    0.603,   62.848,  179.012,  -0.053499,   0.523935,   0.850077,  -0.181331,  -0.842240,   0.507692,   0.981966,  -0.126984,   0.140064,  -163.56,    79.10,   148.12,    -7.30,    59.15,     8.05,    18.06,    38.05,    66.501546,  -146.434549,  304442.08
218.13567668,    1.771,   20.536,  -33.262,    0.605,   62.855,  179.014,  -0.053499,   0.555897,   0.829528,  -0.181363,  -0.822310,   0.539363,   0.981960,  -0.121591,   0.144812,  -163.56,    79.10,   145.94,    -6.98,    56.97,     8.33,    18.06,    38.04,    66.501613,  -146.434495,  304448.46
218.14567779,    1.772,   20.537,  -31.100,    0.603,   62.861,  179.016,  -0.053498,   0.586792,   0.807969,  -0.181395,  -0.801376,   0.569993,   0.981954,  -0.116068,   0.149314,  -163.57,    79.10,   143.79,    -6.67,    54.80,     8.59,    18.06,    38.04,    66.501679,  -146.434441,  304454.84
218.15567691,    1.773,   20.539,  -28.932,    0.602,   62.867,  179.018,  -0.053496,   0.616934,   0.785195,  -0.181428,  -0.779238,   0.599893,   0.981948,  -0.110364,   0.153616,  -163.57,    79.10,   141.63,    -6.34,    52.62,     8.84,    18.06,    38.03,    66.501746,  -146.434386,  304461.23
218.16567703,    1.774,   20.541,  -26.749,    0.604,   62.872,  179.020,  -0.053494,   0.646387,   0.761132,  -0.181461,  -0.755825,   0.629126,   0.981942,  -0.104461,   0.157726,  -163.57,    79.09,   139.46,    -6.00,    50.42,     9.07,    18.06,    38.03,    66.501812,  -146.434332,  304467.63
218.17567815,    1.775,   20.543,  -24.580,    0.603,   62.878,  179.022,  -0.053495,   0.674730,   0.736124,  -0.181495,  -0.731471,   0.657275,   0.981936,  -0.098442,   0.161590,  -163.58,    79.09,   137.31,    -5.65,    48.24,     9.30,    18.06,    38.03,    66.501879,  -146.434277,  304474.03
218.18567827,    1.776,   20.544,  -22.421,    0.603,   62.883,  179.024,  -0.053492,   0.701981,   0.710184,  -0.181530,  -0.706188,   0.684358,   0.981929,  -0.092312,   0.165206,  -163.58,    79.09,   135.17,    -5.30,    46.06,     9.51,    18.06,    38.02,    66.501945,  -146.434223,  304480.43
218.19567739,    1.777,   20.546,  -20.247,    0.604,   62.888,  179.026,  -0.053488,   0.728415,   0.683045,  -0.181564,  -0.679717,   0.710647,   0.981923,  -0.086005,   0.168611,  -163.59,    79.09,   133.02,    -4.93,    43.87,     9.71,    18.06,    38.02,    66.502011,  -146.434169,  304486.83
218.20567851,    1.778,   20.548,  -18.071,    0.603,   62.894,  179.028,  -0.053485,   0.753821,   0.654900,  -0.181599,  -0.652245,   0.735934,   0.981917,  -0.079568,   0.171778,  -163.59,    79.09,   130.87,    -4.56,    41.67,     9.89,    18.06,    38.02,    66.502078,  -146.434114,  304493.22
218.21567863,    1.779,   20.550,  -15.906,    0.601,   62.899,  179.030,  -0.053483,   0.778012,   0.625969,  -0.181636,  -0.623988,   0.760031,   0.981910,  -0.073050,   0.174688,  -163.59,    79.09,   128.73,    -4.19,    39.48,    10.06,    18.06,    38.01,    66.502144,  -146.434060,  304499.60
218.22567974,    1.780,   20.551,  -13.737,    0.603,   62.904,  179.032,  -0.053475,   0.801146,   0.596074,  -0.181671,  -0.594772,   0.783098,   0.981904,  -0.066413,   0.177351,  -163.60,    79.08,   126.59,    -3.81,    37.28,    10.22,    18.06,    38.01,    66.502211,  -146.434006,  304505.98
218.23567886,    1.781,   20.553,  -11.558,    0.605,   62.910,  179.035,  -0.053471,   0.823225,   0.565192,  -0.181707,  -0.564573,   0.805133,   0.981898,  -0.059648,   0.179774,  -163.60,    79.08,   124.44,    -3.42,    35.07,    10.36,    18.06,    38.00,    66.502277,  -146.433952,  304512.36
218.24567898,    1.783,   20.555,   -9.397,    0.603,   62.915,  179.037,  -0.053464,   0.843949,   0.533753,  -0.181744,  -0.533814,   0.825840,   0.981891,  -0.052854,   0.181923,  -163.61,    79.08,   122.31,    -3.03,    32.88,    10.48,    18.06,    38.00,    66.502343,  -146.433897,  304518.74
218.25568010,    1.784,   20.556,   -7.238,    0.600,   62.921,  179.039,  -0.053457,   0.863455,   0.501585,  -0.181779,  -0.502325,   0.845356,   0.981885,  -0.045988,   0.183811,  -163.61,    79.08,   120.19,    -2.64,    30.68,    10.59,    18.06,    38.00,    66.502410,  -146.433843,  304525.12
218.26568022,    1.785,   20.558,   -5.057,    0.603,   62.927,  179.041,  -0.053449,   0.881912,   0.468373,  -0.181817,  -0.469798,   0.863847,   0.981879,  -0.038987,   0.185457,  -163.62,    79.08,   118.04,    -2.23,    28.47,    10.69,    18.06,    37.99,    66.502476,  -146.433789,  304531.50
218.27567934,    1.787,   20.560,   -2.884,    0.604,   62.933,  179.043,  -0.053440,   0.899038,   0.434597,  -0.181853,  -0.436703,   0.881033,   0.981873,  -0.031950,   0.186830,  -163.62,    79.07,   115.91,    -1.83,    26.26,    10.77,    18.06,    37.99,    66.502543,  -146.433735,  304537.88
218.28568046,    1.788,   20.561,   -0.732,    0.602,   62.939,  179.046,  -0.053429,   0.914719,   0.400542,  -0.181889,  -0.403320,   0.896800,   0.981866,  -0.024939,   0.187926,  -163.63,    79.07,   113.79,    -1.43,    24.07,    10.83,    18.06,    37.99,    66.502609,  -146.433681,  304544.26
